customer_id,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
C220677,641,3,1327.53,28.53,70.4,54.36,2.75,Low Value Customers
C220678,925,3,723.37,6.42,70.4,37.74,2.11,Low Value Customers
C220684,357,7,6553.71,76.17,99.53,98.03,4.76,Top Customers
C220685,0,5,3916.75,100.0,95.22,89.41,4.63,Top Customers
C220687,652,2,86.11,27.4,44.44,13.0,1.2,Lost Customers
C220689,478,2,1622.38,51.37,44.44,62.89,2.8,Low Value Customers
C220693,498,1,5.23,47.97,14.65,0.45,0.58,Lost Customers
C220694,243,1,4200.0,94.0,14.65,90.42,3.49,Medium Value Customer
C220707,279,2,503.38,91.67,44.44,31.02,2.19,Low Value Customers
C220723,31,3,1882.62,99.13,70.4,68.17,3.67,Medium Value Customer
C220743,699,1,162.64,22.63,14.65,18.45,0.9,Lost Customers
C220747,546,2,707.68,40.6,44.44,37.37,1.99,Low Value Customers
C220755,556,3,68.08,39.14,70.4,10.53,1.58,Lost Customers
C220764,290,3,1281.64,88.5,70.4,53.36,3.17,Medium Value Customer
C220768,314,2,2400.67,84.51,44.44,74.61,3.38,Medium Value Customer
C220770,944,1,81.32,5.43,14.65,12.44,0.6,Lost Customers
C220773,487,3,3606.24,49.79,70.4,87.76,3.86,Medium Value Customer
C220774,774,1,600.17,16.03,14.65,33.99,1.29,Lost Customers
C220780,390,3,1663.04,68.61,70.4,63.52,3.31,Medium Value Customer
C220782,358,4,535.5,75.92,86.98,31.27,2.68,Low Value Customers
C220787,387,3,2782.07,69.26,70.4,79.92,3.78,Medium Value Customer
C220793,453,3,77.37,55.86,70.4,11.9,1.74,Low Value Customers
C220809,283,4,2185.36,90.49,86.98,72.45,3.96,Medium Value Customer
C220811,444,4,1455.27,57.6,86.98,56.23,3.25,Medium Value Customer
C220812,373,2,2100.59,72.33,44.44,71.03,3.19,Medium Value Customer
C220817,670,1,26.15,25.55,14.65,4.94,0.54,Lost Customers
C220831,401,1,162.64,66.33,14.65,18.45,1.23,Lost Customers
C220851,303,2,1541.06,87.36,44.44,61.11,3.02,Medium Value Customer
C220853,492,2,218.99,48.99,44.44,22.56,1.63,Low Value Customers
C220867,354,2,36.61,76.85,44.44,7.0,1.4,Lost Customers
C220881,286,5,2138.44,89.59,95.22,71.84,4.05,High value Customer
C220889,557,1,1050.0,39.0,14.65,45.23,1.79,Low Value Customers
C220906,479,5,296.46,51.2,95.22,24.45,2.41,Low Value Customers
C220908,486,3,3206.45,49.96,70.4,84.71,3.77,Medium Value Customer
C220912,403,2,102.24,65.92,44.44,13.76,1.51,Lost Customers
C220928,404,3,1643.76,65.71,70.4,63.17,3.28,Medium Value Customer
C220931,535,1,23.46,42.25,14.65,4.33,0.65,Lost Customers
C220941,646,2,1276.07,28.07,44.44,53.18,2.35,Low Value Customers
C220943,679,3,1686.5,24.66,70.4,64.03,3.0,Low Value Customers
C220947,276,4,1649.76,92.56,86.98,63.36,3.72,Medium Value Customer
C220949,450,3,1564.52,56.4,70.4,61.74,3.17,Medium Value Customer
C220963,309,6,2084.86,85.77,98.47,69.74,4.01,High value Customer
C220965,634,1,203.3,29.25,14.65,21.5,1.04,Lost Customers
C220966,867,1,600.16,9.8,14.65,32.63,1.21,Lost Customers
C220977,360,3,1908.0,75.45,70.4,68.36,3.5,Medium Value Customer
C220989,741,3,173.51,18.77,70.4,19.38,1.68,Low Value Customers
C220995,905,2,97.01,7.53,44.44,13.54,1.06,Lost Customers
C221007,535,2,61.14,42.25,44.44,10.15,1.23,Lost Customers
C221017,614,1,300.08,31.63,14.65,25.49,1.17,Lost Customers
C221037,369,5,879.72,73.22,95.22,39.29,3.0,Low Value Customers
C221038,841,2,2100.56,11.37,44.44,70.42,2.71,Low Value Customers
C221054,729,1,600.16,19.91,14.65,32.63,1.28,Lost Customers
C221067,569,2,1510.86,37.32,44.44,59.65,2.6,Low Value Customers
C221072,843,1,15.69,11.27,14.65,2.79,0.37,Lost Customers
C221091,581,3,992.02,35.77,70.4,44.27,2.52,Low Value Customers
C221092,601,2,2100.56,33.21,44.44,70.42,2.88,Low Value Customers
C221093,409,7,3210.43,64.63,99.53,84.75,4.29,High value Customer
C221099,481,4,1602.64,50.85,86.98,62.52,3.38,Medium Value Customer
C221106,695,1,40.66,23.0,14.65,7.57,0.59,Lost Customers
C221122,377,1,203.3,71.44,14.65,21.5,1.35,Lost Customers
C221123,363,3,1222.51,74.68,70.4,51.27,3.01,Medium Value Customer
C221125,458,3,945.69,54.99,70.4,43.35,2.63,Low Value Customers
C221130,379,3,5401.48,71.02,70.4,95.66,4.24,High value Customer
C221146,742,2,61.58,18.69,44.44,10.22,1.05,Lost Customers
C221157,517,1,40.66,45.04,14.65,7.57,0.76,Lost Customers
C221164,426,3,345.73,61.04,70.4,28.41,2.25,Low Value Customers
C221178,738,3,917.2,19.03,70.4,42.43,2.34,Low Value Customers
C221182,284,5,6135.39,90.19,95.22,97.32,4.78,Top Customers
C221193,362,4,6300.59,74.95,86.98,97.61,4.56,Top Customers
C221195,385,2,2100.57,69.71,44.44,70.83,3.16,Medium Value Customer
C221208,680,1,40.66,24.55,14.65,7.57,0.61,Lost Customers
C221211,335,4,977.12,81.44,86.98,43.97,3.08,Medium Value Customer
C221221,890,1,10.46,8.41,14.65,1.35,0.31,Lost Customers
C221223,778,3,274.26,15.72,70.4,24.04,1.79,Low Value Customers
C221225,362,4,2233.03,74.95,86.98,72.79,3.85,Medium Value Customer
C221226,403,4,5102.54,65.92,86.98,94.41,4.4,High value Customer
C221227,650,2,86.11,27.63,44.44,13.0,1.2,Lost Customers
C221235,552,4,195.29,39.65,86.98,20.76,2.11,Low Value Customers
C221259,526,5,6184.64,43.61,95.22,97.47,4.44,High value Customer
C221265,895,1,600.16,8.13,14.65,32.63,1.2,Lost Customers
C221266,717,2,3600.4,21.03,44.44,87.26,3.27,Medium Value Customer
C221268,710,4,2833.19,21.66,86.98,80.16,3.66,Medium Value Customer
C221272,899,2,102.24,7.88,44.44,13.76,1.07,Lost Customers
C221276,525,2,3016.54,43.77,44.44,82.32,3.3,Medium Value Customer
C221279,317,2,1212.05,83.74,44.44,50.63,2.69,Low Value Customers
C221310,385,2,1200.32,69.71,44.44,48.18,2.52,Low Value Customers
C221311,410,2,229.45,64.44,44.44,22.94,1.76,Low Value Customers
C221313,606,2,1103.54,32.63,44.44,46.24,2.18,Low Value Customers
C221315,243,3,1581.72,94.0,70.4,62.18,3.46,Medium Value Customer
C221317,512,3,2100.57,45.82,70.4,70.77,3.35,Medium Value Customer
C221341,355,3,1066.41,76.64,70.4,45.71,2.86,Low Value Customers
C221354,394,2,5850.16,67.72,44.44,96.84,3.89,Medium Value Customer
C221362,352,3,727.37,77.3,70.4,37.75,2.64,Low Value Customers
C221380,668,2,164.28,25.74,44.44,19.02,1.36,Lost Customers
C221381,274,2,1541.06,93.1,44.44,61.11,3.06,Medium Value Customer
C221385,288,4,6150.8,89.05,86.98,97.39,4.66,Top Customers
C221392,477,4,3916.78,51.55,86.98,89.43,4.15,High value Customer
C221408,752,1,107.52,17.86,14.65,14.26,0.75,Lost Customers
C221415,437,1,26.15,58.9,14.65,4.94,0.79,Lost Customers
C221419,736,2,3300.32,19.22,44.44,85.19,3.19,Medium Value Customer
C221423,829,1,1500.4,12.19,14.65,57.94,1.95,Low Value Customers
C221430,347,4,3163.44,78.5,86.98,84.2,4.21,High value Customer
C221453,563,4,1278.16,38.15,86.98,53.27,3.02,Medium Value Customer
C221465,311,2,55.81,85.24,44.44,9.34,1.53,Lost Customers
C221474,560,4,1751.23,38.58,86.98,64.74,3.35,Medium Value Customer
C221485,602,2,1103.54,33.1,44.44,46.24,2.19,Low Value Customers
C221486,828,2,1622.38,12.26,44.44,62.89,2.51,Low Value Customers
C221494,557,3,97.42,39.0,70.4,13.59,1.67,Low Value Customers
C221495,796,1,35.84,14.45,14.65,6.63,0.5,Lost Customers
C221498,302,2,5273.46,87.63,44.44,95.1,3.99,Medium Value Customer
C221499,444,2,112.75,57.6,44.44,14.75,1.47,Lost Customers
C221512,577,1,162.64,36.32,14.65,18.45,1.0,Lost Customers
C221530,651,2,239.8,27.52,44.44,23.28,1.49,Lost Customers
C221558,794,1,162.64,14.59,14.65,18.45,0.84,Lost Customers
C221563,526,3,2726.89,43.61,70.4,79.42,3.58,Medium Value Customer
C221578,152,2,1226.47,96.78,44.44,51.45,2.81,Low Value Customers
C221589,695,4,865.04,23.0,86.98,39.23,2.51,Low Value Customers
C221606,664,2,310.54,26.18,44.44,26.86,1.58,Lost Customers
C221607,458,5,4120.96,54.99,95.22,90.14,4.31,High value Customer
C221620,399,2,184.43,66.71,44.44,20.33,1.7,Low Value Customers
C221631,621,2,1561.0,30.69,44.44,61.68,2.61,Low Value Customers
C221633,489,3,371.17,49.47,70.4,28.92,2.18,Low Value Customers
C221636,317,1,23.46,83.74,14.65,4.33,0.96,Lost Customers
C221638,514,2,61.99,45.49,44.44,10.27,1.26,Lost Customers
C221639,499,4,2451.34,47.82,86.98,76.37,3.75,Medium Value Customer
C221643,422,4,2915.21,61.86,86.98,80.64,3.98,Medium Value Customer
C221645,565,2,1272.0,37.85,44.44,53.06,2.42,Low Value Customers
C221662,292,2,162.64,87.91,44.44,18.45,1.81,Low Value Customers
C221677,340,2,1103.54,80.21,44.44,46.24,2.54,Low Value Customers
C221681,346,4,1068.11,78.74,86.98,45.73,3.11,Medium Value Customer
C221684,274,4,292.91,93.1,86.98,24.41,2.61,Low Value Customers
C221694,711,2,198.48,21.57,44.44,20.82,1.38,Lost Customers
C221699,519,2,722.14,44.72,44.44,37.6,2.03,Low Value Customers
C221711,423,2,1500.4,61.68,44.44,57.94,2.74,Low Value Customers
C221713,448,2,1362.96,56.8,44.44,54.93,2.61,Low Value Customers
C221714,732,2,50.88,19.6,44.44,9.05,1.03,Lost Customers
C221742,961,1,23.46,4.59,14.65,4.33,0.36,Lost Customers
C221749,426,1,26.15,61.04,14.65,4.94,0.8,Lost Customers
C221764,729,1,143.36,19.91,14.65,16.99,0.84,Lost Customers
C221785,489,3,174.74,49.47,70.4,19.41,1.91,Low Value Customers
C221787,92,4,6052.58,97.94,86.98,97.25,4.72,Top Customers
C221793,401,3,2735.94,66.33,70.4,79.48,3.75,Medium Value Customer
C221803,704,2,3901.09,22.2,44.44,89.25,3.33,Medium Value Customer
C221806,455,1,1500.4,55.53,14.65,57.94,2.27,Low Value Customers
C221808,898,1,600.16,7.94,14.65,32.63,1.19,Lost Customers
C221830,383,1,203.3,70.18,14.65,21.5,1.34,Lost Customers
C221833,1012,1,46.92,2.2,14.65,8.8,0.47,Lost Customers
C221838,761,2,1505.63,17.12,44.44,59.44,2.44,Low Value Customers
C221839,439,2,1307.84,58.51,44.44,53.87,2.6,Low Value Customers
C221848,480,4,2263.22,51.04,86.98,73.13,3.68,Medium Value Customer
C221849,496,1,15.15,48.27,14.65,2.25,0.63,Lost Customers
C221878,966,2,91.78,4.32,44.44,13.3,1.03,Lost Customers
C221879,643,2,32.65,28.36,44.44,5.97,1.0,Lost Customers
C221890,939,1,3000.85,5.7,14.65,81.7,2.58,Low Value Customers
C221892,452,2,981.56,56.06,44.44,44.09,2.3,Low Value Customers
C221907,752,2,1205.57,17.86,44.44,50.35,2.19,Low Value Customers
C221920,830,1,26.15,12.12,14.65,4.94,0.44,Lost Customers
C221924,775,4,2321.85,15.96,86.98,73.54,3.43,Medium Value Customer
C221934,348,2,1800.48,78.25,44.44,65.35,3.07,Medium Value Customer
C221938,993,1,1050.0,3.07,14.65,45.23,1.52,Lost Customers
C221944,285,3,661.75,89.88,70.4,36.54,2.7,Low Value Customers
C221950,372,2,1226.47,72.54,44.44,51.45,2.63,Low Value Customers
C221968,315,2,3165.69,84.27,44.44,84.29,3.66,Medium Value Customer
C221981,458,3,3026.46,54.99,70.4,82.47,3.75,Medium Value Customer
C221985,930,1,2100.0,6.2,14.65,69.93,2.24,Low Value Customers
C221987,508,3,2400.66,46.43,70.4,74.5,3.46,Medium Value Customer
C221995,499,3,348.71,47.82,70.4,28.53,2.16,Low Value Customers
C222012,850,2,1079.44,10.82,44.44,45.88,2.01,Low Value Customers
C222018,541,5,4044.41,41.39,95.22,89.83,4.2,High value Customer
C222029,952,1,107.52,5.06,14.65,14.26,0.65,Lost Customers
C222033,302,2,1510.86,87.63,44.44,59.65,2.98,Low Value Customers
C222037,92,4,1690.34,97.94,86.98,64.08,3.78,Medium Value Customer
C222040,779,2,503.38,15.64,44.44,31.02,1.62,Low Value Customers
C222056,425,1,1200.34,61.28,14.65,49.84,2.09,Low Value Customers
C222077,443,3,638.04,57.78,70.4,35.8,2.44,Low Value Customers
C222079,751,2,1240.98,17.95,44.44,52.15,2.24,Low Value Customers
C222089,689,4,1576.72,23.63,86.98,62.04,3.16,Medium Value Customer
C222093,584,3,1371.0,35.41,70.4,55.14,2.82,Low Value Customers
C222102,932,2,910.7,6.09,44.44,42.07,1.87,Low Value Customers
C222113,868,1,179.2,9.72,14.65,19.82,0.84,Lost Customers
C222115,245,2,5331.32,93.39,44.44,95.39,4.04,High value Customer
C222116,355,3,915.94,76.64,70.4,42.43,2.77,Low Value Customers
C222137,961,2,923.7,4.59,44.44,42.62,1.87,Low Value Customers
C222151,805,1,600.16,13.84,14.65,32.63,1.24,Lost Customers
C222159,1,2,5453.3,99.7,44.44,95.97,4.11,High value Customer
C222182,559,4,4227.32,38.73,86.98,91.21,4.11,High value Customer
C222188,308,4,3244.76,86.04,86.98,84.92,4.28,High value Customer
C222212,346,3,1530.7,78.74,70.4,60.63,3.3,Medium Value Customer
C222213,970,1,3000.85,4.09,14.65,81.7,2.56,Low Value Customers
C222214,341,5,1664.14,79.99,95.22,63.72,3.75,Medium Value Customer
C222245,594,4,3262.7,34.06,86.98,84.99,3.9,Medium Value Customer
C222249,661,3,336.69,26.46,70.4,28.1,1.99,Low Value Customers
C222250,665,1,1200.32,26.07,14.65,48.18,1.77,Low Value Customers
C222252,436,3,658.81,59.09,70.4,36.4,2.47,Low Value Customers
C222257,765,1,3000.85,16.76,14.65,81.7,2.66,Low Value Customers
C222261,680,2,2459.33,24.55,44.44,76.48,2.99,Low Value Customers
C222262,607,3,2136.4,32.51,70.4,71.79,3.28,Medium Value Customer
C222267,306,3,2731.02,86.57,70.4,79.45,3.9,Medium Value Customer
C222271,425,4,2741.38,61.28,86.98,79.55,3.94,Medium Value Customer
C222273,560,2,762.8,38.58,44.44,38.18,2.0,Low Value Customers
C222275,322,1,900.24,82.44,14.65,40.55,1.98,Low Value Customers
C222284,978,2,1800.5,3.71,44.44,65.85,2.53,Low Value Customers
C222289,279,1,300.08,91.67,14.65,25.49,1.62,Low Value Customers
C222290,601,1,81.32,33.21,14.65,12.44,0.81,Lost Customers
C222300,450,1,20.92,56.4,14.65,3.72,0.73,Lost Customers
C222313,666,2,936.08,25.95,44.44,43.06,2.04,Low Value Customers
C222326,302,4,7502.1,87.63,86.98,99.0,4.7,Top Customers
C222332,483,3,2844.12,50.47,70.4,80.23,3.65,Medium Value Customer
C222341,351,3,1800.48,77.52,70.4,65.35,3.43,Medium Value Customer
C222347,340,2,3176.15,80.21,44.44,84.36,3.63,Medium Value Customer
C222363,483,4,383.73,50.47,86.98,29.4,2.43,Low Value Customers
C222369,986,2,4650.4,3.35,44.44,93.14,3.3,Medium Value Customer
C222372,322,3,3443.7,82.44,70.4,86.69,4.07,High value Customer
C222376,415,3,1541.16,63.37,70.4,61.19,3.2,Medium Value Customer
C222385,315,4,2777.03,84.27,86.98,79.84,4.13,High value Customer
C222390,697,2,615.85,22.81,44.44,34.87,1.79,Low Value Customers
C222398,336,4,2664.54,81.17,86.98,78.11,4.05,High value Customer
C222399,657,1,75.75,26.84,14.65,11.58,0.74,Lost Customers
C222403,590,1,3000.85,34.57,14.65,81.7,2.79,Low Value Customers
C222404,420,5,2832.88,62.26,95.22,80.14,4.08,High value Customer
C222444,446,3,181.32,57.21,70.4,20.15,1.99,Low Value Customers
C222448,344,3,3916.78,79.25,70.4,89.43,4.13,High value Customer
C222456,877,2,74.34,9.18,44.44,11.39,1.02,Lost Customers
C222461,482,1,600.16,50.66,14.65,32.63,1.51,Lost Customers
C222472,892,1,203.3,8.3,14.65,21.5,0.88,Lost Customers
C222482,340,1,900.24,80.21,14.65,40.55,1.96,Low Value Customers
C222486,565,1,300.08,37.85,14.65,25.49,1.22,Lost Customers
C222488,574,1,1800.51,36.66,14.65,66.2,2.37,Low Value Customers
C222492,415,2,3300.91,63.37,44.44,85.47,3.53,Medium Value Customer
C222499,1,3,2822.7,99.7,70.4,80.08,4.02,High value Customer
C222504,534,3,3202.86,42.4,70.4,84.62,3.72,Medium Value Customer
C222514,347,2,1800.5,78.5,44.44,65.85,3.09,Medium Value Customer
C222525,364,2,940.9,74.43,44.44,43.22,2.41,Low Value Customers
C222535,875,2,947.16,9.29,44.44,43.45,1.93,Low Value Customers
C222538,657,1,3000.85,26.84,14.65,81.7,2.73,Low Value Customers
C222544,767,1,11.73,16.62,14.65,1.97,0.39,Lost Customers
C222545,586,2,340.74,35.14,44.44,28.22,1.69,Low Value Customers
C222577,581,1,300.08,35.77,14.65,25.49,1.2,Lost Customers
C222579,618,3,1715.44,31.1,70.4,64.47,3.06,Medium Value Customer
C222582,965,1,1500.4,4.39,14.65,57.94,1.89,Low Value Customers
C222593,949,2,221.29,5.18,44.44,22.68,1.31,Lost Customers
C222612,713,1,900.24,21.38,14.65,40.55,1.52,Lost Customers
C222613,582,3,2263.2,35.64,70.4,73.09,3.34,Medium Value Customer
C222616,507,2,5285.19,46.56,44.44,95.17,3.68,Medium Value Customer
C222619,888,1,600.16,8.54,14.65,32.63,1.2,Lost Customers
C222625,62,5,4211.86,98.56,95.22,91.07,4.67,Top Customers
C222640,960,1,143.36,4.64,14.65,16.99,0.72,Lost Customers
C222643,387,1,300.08,69.26,14.65,25.49,1.45,Lost Customers
C222651,304,3,1823.94,87.08,70.4,67.05,3.55,Medium Value Customer
C222652,771,1,1500.4,16.27,14.65,57.94,1.98,Low Value Customers
C222667,682,2,2400.66,24.34,44.44,74.5,2.93,Low Value Customers
C222678,550,2,61.58,39.99,44.44,10.22,1.21,Lost Customers
C222683,570,1,5250.0,37.18,14.65,94.79,3.19,Medium Value Customer
C222698,535,3,2121.48,42.25,70.4,71.47,3.34,Medium Value Customer
C222720,344,2,315.23,79.25,44.44,27.1,1.99,Low Value Customers
C222722,414,2,3231.32,63.61,44.44,84.86,3.52,Medium Value Customer
C222728,898,1,900.24,7.94,14.65,40.55,1.42,Lost Customers
C222731,154,1,203.3,96.19,14.65,21.5,1.54,Lost Customers
C222738,384,3,3108.32,69.95,70.4,83.42,3.89,Medium Value Customer
C222739,411,1,121.98,64.26,14.65,15.47,1.13,Lost Customers
C222751,501,4,1496.7,47.53,86.98,56.43,3.18,Medium Value Customer
C222757,356,1,20.92,76.42,14.65,3.72,0.88,Lost Customers
C222758,940,1,900.24,5.64,14.65,40.55,1.4,Lost Customers
C222759,579,2,626.31,36.06,44.44,35.33,1.9,Low Value Customers
C222776,528,4,4582.57,43.3,86.98,92.98,4.19,High value Customer
C222799,962,1,20.92,4.53,14.65,3.72,0.35,Lost Customers
C222807,784,4,783.72,15.29,86.98,38.53,2.43,Low Value Customers
C222817,397,3,1336.67,67.09,70.4,54.45,3.04,Medium Value Customer
C222818,699,2,1200.32,22.63,44.44,48.18,2.16,Low Value Customers
C222858,389,4,3372.56,68.83,86.98,86.37,4.2,High value Customer
C222863,483,1,2100.0,50.47,14.65,69.93,2.58,Low Value Customers
C222874,446,1,45.45,57.21,14.65,8.37,0.87,Lost Customers
C222884,309,3,998.07,85.77,70.4,44.32,2.89,Low Value Customers
C222889,279,3,1775.38,91.67,70.4,64.87,3.52,Medium Value Customer
C222902,682,1,15.69,24.34,14.65,2.79,0.47,Lost Customers
C222906,481,3,4201.14,50.85,70.4,90.69,3.95,Medium Value Customer
C222918,621,3,717.32,30.69,70.4,37.5,2.28,Low Value Customers
C222925,599,2,3300.32,33.45,44.44,85.19,3.3,Medium Value Customer
C222935,243,5,4911.37,94.0,95.22,93.94,4.72,Top Customers
C222937,691,2,1679.6,23.41,44.44,63.92,2.62,Low Value Customers
C222949,381,6,4376.98,70.61,98.47,91.99,4.53,Top Customers
C222956,599,3,1240.98,33.45,70.4,52.15,2.72,Low Value Customers
C222960,401,4,2212.9,66.33,86.98,72.64,3.79,Medium Value Customer
C222964,429,2,284.62,60.44,44.44,24.24,1.77,Low Value Customers
C222986,490,1,600.16,49.3,14.65,32.63,1.5,Lost Customers
C222990,62,1,300.08,98.56,14.65,25.49,1.67,Low Value Customers
C223000,345,5,3353.29,78.99,95.22,86.24,4.38,High value Customer
C223001,683,2,1022.22,24.22,44.44,44.67,2.08,Low Value Customers
C223002,370,2,605.39,72.96,44.44,34.34,2.15,Low Value Customers
C223010,373,3,1281.84,72.33,70.4,53.49,3.05,Medium Value Customer
C223012,938,1,30.3,5.76,14.65,5.64,0.41,Lost Customers
C223013,154,1,26.15,96.19,14.65,4.94,1.07,Lost Customers
C223029,484,1,1500.4,50.3,14.65,57.94,2.23,Low Value Customers
C223048,754,3,2126.72,17.68,70.4,71.65,3.16,Medium Value Customer
C223057,572,2,503.38,36.93,44.44,31.02,1.78,Low Value Customers
C223075,307,2,86.55,86.3,44.44,13.07,1.64,Low Value Customers
C223080,533,5,4282.44,42.54,95.22,91.59,4.26,High value Customer
C223089,314,3,4246.64,84.51,70.4,91.38,4.22,High value Customer
C223090,818,3,2421.59,12.92,70.4,75.68,3.24,Medium Value Customer
C223099,640,2,910.7,28.63,44.44,42.07,2.04,Low Value Customers
C223110,0,6,3933.69,100.0,98.47,89.5,4.68,Top Customers
C223121,554,3,3300.88,39.38,70.4,85.31,3.71,Medium Value Customer
C223127,31,7,1467.66,99.13,99.53,56.29,3.74,Medium Value Customer
C223131,612,2,3000.8,31.87,44.44,80.99,3.17,Medium Value Customer
C223134,373,5,2194.2,72.33,95.22,72.48,3.94,Medium Value Customer
C223137,868,1,81.32,9.72,14.65,12.44,0.63,Lost Customers
C223150,536,4,2726.87,42.09,86.98,79.39,3.8,Medium Value Customer
C223151,536,1,900.24,42.09,14.65,40.55,1.68,Low Value Customers
C223154,373,3,372.2,72.33,70.4,29.02,2.36,Low Value Customers
C223162,280,4,8611.53,91.36,86.98,99.55,4.74,Top Customers
C223167,340,3,2181.88,80.21,70.4,72.39,3.65,Medium Value Customer
C223168,154,4,1282.82,96.19,86.98,53.52,3.46,Medium Value Customer
C223172,440,2,803.46,58.32,44.44,38.75,2.16,Low Value Customers
C223173,386,1,1200.32,69.48,14.65,48.18,2.1,Low Value Customers
C223179,667,2,5850.16,25.85,44.44,96.84,3.58,Medium Value Customer
C223183,650,2,3353.3,27.63,44.44,86.25,3.29,Medium Value Customer
C223185,418,5,2693.61,62.67,95.22,78.22,4.03,High value Customer
C223196,485,4,3804.26,50.13,86.98,88.75,4.12,High value Customer
C223197,862,1,71.68,10.16,14.65,11.01,0.6,Lost Customers
C223210,898,2,743.53,7.94,44.44,37.98,1.76,Low Value Customers
C223219,310,4,5701.59,85.51,86.98,96.58,4.61,Top Customers
C223235,741,2,194.89,18.77,44.44,20.73,1.35,Lost Customers
C223237,214,4,4552.78,94.65,86.98,92.89,4.57,Top Customers
C223253,641,2,137.13,28.53,44.44,16.4,1.3,Lost Customers
C223255,361,6,4409.69,75.2,98.47,92.15,4.57,Top Customers
C223291,446,2,1812.24,57.21,44.44,66.76,2.95,Low Value Customers
C223292,916,1,5.23,6.89,14.65,0.45,0.27,Lost Customers
C223298,420,3,1607.93,62.26,70.4,62.67,3.24,Medium Value Customer
C223302,621,3,158.59,30.69,70.4,17.87,1.73,Low Value Customers
C223307,751,5,690.43,17.95,95.22,37.13,2.53,Low Value Customers
C223316,334,4,1510.86,81.72,86.98,59.57,3.53,Medium Value Customer
C223319,401,2,52.3,66.33,44.44,9.25,1.38,Lost Customers
C223343,592,1,1200.32,34.32,14.65,48.18,1.84,Low Value Customers
C223348,278,6,3158.47,91.99,98.47,84.11,4.47,High value Customer
C223355,274,5,6164.3,93.1,95.22,97.44,4.81,Top Customers
C223364,383,2,1260.92,70.18,44.44,52.82,2.65,Low Value Customers
C223384,776,1,203.3,15.89,14.65,21.5,0.94,Lost Customers
C223388,275,1,162.64,92.83,14.65,18.45,1.43,Lost Customers
C223392,490,5,1013.97,49.3,95.22,44.54,2.97,Low Value Customers
C223402,377,2,762.8,71.44,44.44,38.18,2.25,Low Value Customers
C223406,401,6,4914.08,66.33,98.47,93.95,4.55,Top Customers
C223417,600,1,121.98,33.33,14.65,15.47,0.9,Lost Customers
C223419,526,2,1703.7,43.61,44.44,64.29,2.78,Low Value Customers
C223420,591,3,1541.47,34.45,70.4,61.21,2.99,Low Value Customers
C223434,478,2,321.0,51.37,44.44,27.38,1.79,Low Value Customers
C223450,289,1,3000.85,88.77,14.65,81.7,3.2,Medium Value Customer
C223465,417,2,117.98,62.89,44.44,14.89,1.52,Lost Customers
C223467,282,2,503.38,90.78,44.44,31.02,2.19,Low Value Customers
C223480,435,1,3000.85,59.29,14.65,81.7,2.98,Low Value Customers
C223488,426,1,600.16,61.04,14.65,32.63,1.59,Lost Customers
C223490,362,4,2508.2,74.95,86.98,77.0,3.97,Medium Value Customer
C223494,641,3,3941.75,28.53,70.4,89.57,3.75,Medium Value Customer
C223508,1052,1,26.15,0.49,14.65,4.94,0.35,Lost Customers
C223516,449,3,1612.02,56.59,70.4,62.71,3.2,Medium Value Customer
C223518,733,1,1200.32,19.5,14.65,48.18,1.72,Low Value Customers
C223523,727,2,1216.01,20.11,44.44,50.87,2.22,Low Value Customers
C223525,671,4,3163.48,25.47,86.98,84.21,3.81,Medium Value Customer
C223526,92,3,549.96,97.94,70.4,31.35,2.61,Low Value Customers
C223540,905,1,40.66,7.53,14.65,7.57,0.48,Lost Customers
C223542,306,3,322.56,86.57,70.4,27.5,2.42,Low Value Customers
C223554,430,3,3181.38,60.26,70.4,84.46,3.84,Medium Value Customer
C223563,320,2,1572.08,82.94,44.44,61.91,3.01,Medium Value Customer
C223564,501,2,762.8,47.53,44.44,38.18,2.07,Low Value Customers
C223570,122,3,183.27,97.34,70.4,20.2,2.29,Low Value Customers
C223584,559,1,1800.51,38.73,14.65,66.2,2.38,Low Value Customers
C223592,411,2,1062.88,64.26,44.44,45.59,2.4,Low Value Customers
C223603,491,4,2930.19,49.14,86.98,80.68,3.89,Medium Value Customer
C223607,616,2,1022.22,31.37,44.44,44.67,2.13,Low Value Customers
C223613,282,1,1200.32,90.78,14.65,48.18,2.26,Low Value Customers
C223616,603,2,2482.0,32.99,44.44,76.78,3.06,Medium Value Customer
C223628,357,2,658.81,76.17,44.44,36.4,2.23,Low Value Customers
C223631,309,2,1403.62,85.77,44.44,55.67,2.85,Low Value Customers
C223632,482,1,1500.4,50.66,14.65,57.94,2.24,Low Value Customers
C223638,669,3,3316.6,25.64,70.4,85.88,3.63,Medium Value Customer
C223639,290,4,7404.1,88.5,86.98,98.94,4.7,Top Customers
C223655,590,3,2130.86,34.57,70.4,71.69,3.29,Medium Value Customer
C223657,316,5,1390.14,84.01,95.22,55.49,3.54,Medium Value Customer
C223662,577,2,722.14,36.32,44.44,37.6,1.97,Low Value Customers
C223663,490,1,162.64,49.3,14.65,18.45,1.1,Lost Customers
C223667,346,4,4106.43,78.74,86.98,90.1,4.38,High value Customer
C223675,243,7,5742.63,94.0,99.53,96.7,4.85,Top Customers
C223681,474,3,4108.89,52.1,70.4,90.11,3.94,Medium Value Customer
C223730,343,2,1500.4,79.5,44.44,57.94,2.87,Low Value Customers
